
значение показателя за год
;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
Усть-Нем;;;;37;30;30;25;32;46;39;29;29;16;31;26;18;
Югыдъяг;;;;130;142;145;160;132;162;174;158;107;130;129;123;120;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Цилемский;371;378;344;663;755;709;748;766;763;710;688;589;622;649;587;530;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Цилемского района;;;;;;;;;;;;589;;;;530;
Среднее Бугаево;;;;29;34;25;26;23;22;22;29;17;21;18;17;13;
Ёрмица;;;;30;33;42;30;37;34;28;33;24;27;19;21;13;
Коровий Ручей;;;;65;91;89;105;98;91;97;95;86;87;76;74;91;
Нерица;;;;17;13;17;22;6;7;5;6;5;5;16;13;16;
Новый Бор;;;;45;47;53;54;60;65;54;49;51;48;56;45;40;
Окунев Нос;;;;25;25;27;27;39;32;48;25;22;23;30;21;23;
Замежная;;;;99;85;81;83;88;80;81;84;82;89;78;63;51;
Уег;;;;15;17;21;18;27;17;15;9;6;9;15;11;7;
Усть-Цильма;;;;233;267;264;256;280;310;259;253;242;235;252;232;197;
Хабариха;;;;28;23;18;23;26;22;19;11;9;15;17;17;16;
Трусово;;;;77;120;72;104;82;83;82;94;45;63;72;73;63;
Городские округа Республики Коми;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;
Сыктывкар;2580;2364;2735;5154;6636;6945;8482;8104;8378;8591;8807;7647;6984;6921;7204;6767;
Воркута (до 1 января 2025 года);4833;3968;4950;6516;6457;6568;5717;5902;5869;6267;6159;5209;4033;4236;4087;3835;
Вуктыл (до 1 января 2024 года);;;;;;;;;;713;656;525;463;513;417;483;
Инта (до 1 января 2025 года);2190;1822;1649;1977;2087;2014;2017;1959;1923;1941;1752;1756;1338;1240;1219;1094;
Усинск (до 1 января 2024 года);1773;1442;1615;2569;3338;3409;3630;3399;3330;3196;3302;3011;2302;2323;2276;2022;
Ухта (до 1 марта 2024 года);2464;2045;2322;3520;4210;4438;4578;5109;5431;5553;5171;4638;3496;3558;3359;2729;
Миграционный прирост, человек;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);-351;-424;-373;-485;-507;-529;-533;-375;-282;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;
Вуктыл (до 1 января 2017 года);-245;-346;-285;-361;-377;-419;-490;-310;-240;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;
Дутово (до 1 января 2017 года);;;;-60;-66;-78;-11;-14;-34;;;;;;;;
Лемтыбож (до 1 января 2017 года);;;;-19;-21;-10;-1;-1;10;;;;;;;;
Подчерье (до 1 января 2017 года);;;;-26;-26;-16;-29;-38;-5;;;;;;;;
Усть-Соплеск (до 1 января 2017 года);;;;-19;-17;-6;-2;-12;-13;;;;;;;;
Муниципальный район Ижемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Ижемский;-339;-341;-351;-486;-287;-355;-176;-147;-192;-126;-169;-108;-35;-51;-69;-65;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Ижемского района;;;;;;;;;;;;;;;;-65;
Брыкаланск;;;;-44;-37;-18;-13;-12;-13;3;5;-33;-11;-19;-6;-2;
Ижма;;;;-86;4;-94;21;11;-7;-40;-20;35;13;3;31;12;
Том;;;;-49;-40;-30;-31;-48;-11;-10;-39;-13;-18;7;-10;-5;
Кельчиюр;;;;-21;-29;-6;-19;9;-26;9;-27;0;-14;-15;0;-12;
Кипиево;;;;-44;-43;-2;-16;0;-25;-23;-24;-4;-2;0;-5;-6;
Краснобор;;;;-73;-27;-44;-29;-31;-31;0;-6;-21;12;4;-9;-19;
Мохча;;;;-37;-33;-38;-33;-35;-17;-28;-12;-23;-26;-19;2;-17;
Няшабож;;;;-52;0;-17;5;-22;-18;-5;-13;-10;-4;11;-19;-2;
Сизябск;;;;-52;-32;-42;-8;-8;-32;-14;4;-16;-13;-19;-6;5;
Щельяюр;;;;-28;-50;-64;-53;-11;-12;-18;-37;-23;28;-4;-47;-19;
Муниципальный район Княжпогостский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Княжпогостский (до 1 января 2025 года);-446;-435;-516;-744;-528;-641;-592;-589;-389;-331;-190;-90;46;-46;-106;-132;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Княжпогостского района;;;;;;;;;;;;;;;;-100;
Емва;;;;-298;-245;-234;-202;-218;-257;-215;-108;-38;74;35;-85;-67;
Синдор;;;;-125;-60;-80;-30;-74;-13;-49;5;-3;11;22;-17;-33;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Княжпогостского района;;;;;;;;;;;;;;;;-32;
Ветью (до 1 января 2018г);;;;-19;-15;-54;-33;-12;-8;0;;;;;;;
Вожаёль (до 1 января 2013 года);;;;-55;-37;;;;;;;;;;;;
Иоссер;;;;-25;-20;-67;-49;-27;-5;-7;-7;0;-7;-14;2;-9;
Княжпогост (до 1 января 2013 года);;;;-25;-16;;;;;;;;;;;;
Мещура;;;;-17;-10;-13;-21;-6;-13;-3;-4;9;-4;-11;-11;-7;
Серёгово;;;;-22;-9;-2;-17;-26;-32;-2;-21;2;5;-27;7;9;
Тракт;;;;-64;-36;-84;-72;-60;-19;-32;-34;-36;-33;-19;-11;-6;
Туръя;;;;0;-2;-7;-1;-11;0;-7;-1;2;-5;-12;-6;1;
Чиньяворык;;;;-78;-66;-84;-164;-153;-24;-12;-5;-11;-1;-11;6;-9;
Шошка.;;;;-16;-12;-16;-3;-2;-18;-4;-15;-15;6;-9;9;-11;
Муниципальный район Койгородский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Койгородский;-84;-98;-123;-132;-104;-145;-225;-89;-55;-104;-64;-77;-15;-138;-35;-64;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Койгородского района;;;;;;;;;;;;;;;;-64;
Грива;;;;0;-5;-14;-11;1;-14;-1;-5;10;5;-7;1;-5;
Кажым;;;;-4;-5;-23;-33;16;-18;1;-9;-28;1;-5;-9;-9;
Койгородок;;;;-30;-15;-21;-21;13;2;-10;5;9;-13;-31;2;-1;
Койдин;;;;-5;-16;5;-26;-22;-5;-22;3;-27;24;-41;0;-6;
Ком ( до 1 января 2020 года);;;;-34;-6;-4;-11;-18;4;1;-11;7;;;;;
Кузьёль;;;;-12;-9;3;-18;0;-14;-6;-3;-4;-10;-7;-15;-20;
Нижний Турунъю (до 1 января 2017г);;;;-3;-27;-37;-62;-22;-5;;;;;;;;
Нючпас (до 1 января 2023 г);;;;-1;-3;-4;-7;-10;2;-4;0;-1;0;-2;-1;;
Подзь;;;;-23;-14;-20;-32;-15;0;-51;-27;-14;-15;-43;-2;-6;
Ужга;;;;-20;-4;-30;-4;-32;-7;-12;-17;-29;-7;-2;-11;-17;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Корткеросский;-221;-255;-273;-301;-66;-88;-255;-156;-181;-170;-230;-49;-127;-316;-178;-171;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Корткеросского района;;;;;;;;;;-170;;;;;;-171;
Богородск;;;;-16;-9;-9;-12;-8;-18;6;-24;-14;-26;-13;-24;-14;
Большелуг;;;;-25;-2;-23;-5;-35;-19;-6;-16;-36;-11;-7;-10;-4;
Вомын;;;;-4;-8;0;-6;-14;-4;-21;-10;2;-18;5;3;-4;
Додзь;;;;26;51;19;-28;55;20;20;21;16;20;-18;7;9;
Керес;;;;-23;-32;-17;-18;-2;-13;-40;-27;2;-17;-27;-27;-23;
Корткерос;;;;-64;-13;3;14;-7;105;134;35;36;50;-15;45;22;
Намск;;;;-23;-7;-9;-21;-5;-14;-11;-14;-2;-5;-17;-21;-2;
Маджа;;;;-6;8;10;-1;-19;-13;-15;-1;-8;-2;-5;4;-11;
Мордино;;;;-50;-20;-10;-51;-38;-20;-3;-20;-20;-29;-28;-14;-19;
Нёбдино;;;;-4;-9;-6;6;2;-10;-1;7;10;-6;-19;-7;-24;
Нившера;;;;-22;-9;3;-45;-25;-21;-17;0;-18;-4;-17;-31;-10;
Пезмег;;;;-3;10;-20;-24;20;3;-21;-1;-9;-10;-38;-4;2;
Подъельск;;;;-19;4;4;-17;-24;-5;-4;-34;7;0;-9;-11;-15;
Подтыбок;;;;-7;-15;-27;-27;-9;-30;-17;-23;-3;-9;-45;-25;-22;
Позтыкерес;;;;-2;1;2;3;-10;-1;-18;-10;1;-1;-9;-10;-18;
Приозёрный;;;;-2;17;0;-27;-5;-49;-62;-27;-5;-27;9;-12;4;
Сторожевск;;;;-34;-4;-10;5;-15;-10;-24;-47;-1;-29;-42;-24;-35;
Усть-Лэкчим;;;;-23;-29;2;-1;-17;-82;-70;-39;-7;-3;-21;-17;-7;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Печора;-607;-651;-761;-944;-819;-832;-764;-524;-812;-856;-840;-559;-505;-566;-433;-213;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения района Печора;;;;;;;;;;;;;;;;-117;
Печора;-440;-445;-581;-615;-500;-471;-297;-266;-532;-555;-472;-380;-383;-408;-294;-66;
Изъяю (до 1 января 2013 года);;;;-46;;;;;;;;;;;;;
Кожва;-44;-20;-20;-33;-126;-84;-84;-77;-123;-95;-171;-64;-13;-46;-45;-31;
Путеец;;;;-47;-71;-95;-106;-44;-57;-41;-19;-19;-90;-27;-5;-20;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения района Печора;;;;;;;;;;;;;;;;-96;
Зеленоборск (до 1 января 2013 года);;;;-32;;;;;;;;;;;;;
Каджером;;;;-72;-83;-92;-83;-31;-60;-73;-42;-38;-16;-28;-37;-22;
Кедровый Шор (до 1 января 2013 года);;;;-2;;;;;;;;;;;;;
Косью (до 1 января 2013 года);;;;-15;;;;;;;;;;;;;
Красный Яг (до 1 января 2013 года);;;;22;;;;;;;;;;;;;
Озёрный;;;;-11;-1;5;-56;-35;-33;-42;-63;-31;-7;-19;-26;-42;
Приуральское;;;;-25;-16;-8;-8;-3;16;-15;-19;-22;5;-8;-9;-8;
Соколово (до 1 января 2013 года);;;;-19;;;;;;;;;;;;;
Сыня (до 1 января 2013 года);;;;-17;;;;;;;;;;;;;
Чикшино;;;;-32;-22;-87;-130;-68;-23;-35;-54;-5;-1;-30;-17;-24;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Прилузский;-354;-387;-353;-530;-510;-447;-345;-467;-291;-450;-283;-168;-86;-218;-216;-221;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Прилузского района;;;;;;;;;;;;;;;;-221;
Ваймес (до  1 января 2017г);;;;-12;-22;-23;-9;-6;-8;;;;;;;;
Верхолузье (до 1 января 2017г);;;;-26;-7;-13;-6;-3;-4;;;;;;;;
Вухтым;;;;-50;-24;-35;-17;-23;-23;-33;-7;-7;-10;-21;-6;-9;
Гурьевка;;;;-21;-16;2;-19;-17;-20;-24;-2;-5;0;-8;-26;-15;
Занулье;;;;-7;-6;-5;-2;-5;-7;-2;2;0;-1;-1;3;1;
Летка;;;;-58;-78;-84;-20;-61;-55;-73;-33;-4;25;-28;-28;-64;
Лойма;;;;-29;-49;13;-6;-40;-32;-19;-26;-12;6;-23;-2;-10;
Мутница;;;;-36;-24;-24;-12;-31;-5;-20;-20;-9;-5;-24;-14;-2;
Ношуль;;;;-46;-29;-36;-38;-52;-33;-76;-64;-26;-35;-32;-34;-33;
Объячево;;;;-95;-94;-155;-135;-121;-57;-123;-68;-60;-58;-49;-53;-50;
Прокопьевка;;;;-11;-17;-3;-3;-17;-8;-6;-7;-1;1;-4;1;-3;
Слудка.;;;;-41;-26;-17;-16;-3;-15;-26;-12;-5;7;-12;-7;-13;
Спаспоруб;;;;-22;-23;-33;-7;-35;7;-1;-20;-16;-9;-11;-14;-2;
Черёмуховка;;;;-45;-46;-16;-36;-33;-18;-28;-15;-1;-5;-5;-36;-21;
Чёрныш (до 1 января 2021 года);;;;-17;-23;-8;-8;-19;-5;-19;-11;-22;-2;;;;
Читаево (до 1 января 2017г);;;;-14;-26;-10;-11;-1;-8;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сосногорск;-541;-413;-525;-466;-301;-528;-465;-319;-223;-303;-434;-90;-110;-127;31;-52;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения района Сосногорск;;;;;;;;;;;;;;;;-52;
Сосногорск;;;;-220;-144;-391;-378;-279;-221;-246;-390;-120;-171;-143;9;-92;
Войвож;;;;-100;-75;-65;-62;-22;-4;-3;-38;0;6;-45;-19;11;
Нижний Одес;;;;-85;-127;-72;-25;-18;2;-54;-6;30;55;61;41;29;
Сельское поселение;;;;;;;;;;;;;;;;;;
Верхнеижемский  (до 1 янвря 2013 года);;;;-11;-18;;;;;;;;;;;;
Вис  (до 1 янвря 2013 года);;;;-26;-4;;;;;;;;;;;;
Ираёль  (до 1 янвря 2013 года);;;;-18;46;;;;;;;;;;;;
Керки  (до 1 янвря 2013 года);;;;14;27;;;;;;;;;;;;
Малая Пера  (до 1 янвря 2013 года);;;;-10;-3;;;;;;;;;;;;
Поляна  (до 1 янвря 2013 года);;;;17;-28;;;;;;;;;;;;
Усть-Ухта  (до 1 янвря 2013 года);;;;-27;25;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;243;126;230;377;137;66;212;102;14;65;96;76;83;84;-132;118;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Сыктывдинского района;;;;;;;;;;;;;;;;118;
Выльгорт;;;;309;163;200;252;99;109;184;274;115;198;187;-52;165;
Зеленец;;;;73;-84;-26;36;-12;-13;-27;-49;-8;-43;-33;-33;21;
Лэзым;;;;5;15;0;16;4;10;-1;28;21;9;14;9;1;
Мандач;;;;-39;-6;-12;-4;7;-20;-13;-15;-4;-4;2;1;-24;
Нювчим;;;;-24;23;5;16;24;9;-22;-9;17;2;-7;-2;-12;
Озёл;;;;16;9;-9;4;2;-13;-10;-2;2;-1;-6;-8;-1;
Пажга;;;;-20;-9;-13;22;3;1;-4;-39;-22;-17;-9;-2;-7;
Палевицы;;;;14;-23;-7;-13;3;-23;-43;-17;-16;-19;-11;16;-1;
Слудка;;;;11;6;-32;15;11;-4;-2;-13;-7;-9;-25;-8;-20;
Часово;;;;-1;1;-17;-5;-6;-8;6;-45;-19;-6;-6;-12;12;
Шошка;;;;23;35;-8;15;36;4;-6;14;20;-21;-15;-17;-2;
Ыб;;;;20;14;2;-26;-14;3;-5;-22;1;-2;4;-10;-15;
Яснэг;;;;-10;-7;-17;-116;-55;-41;8;-9;-24;-4;-11;-14;1;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сысольский;-201;-196;-168;-167;-196;-179;-80;-129;-140;-164;-215;-69;-116;-114;43;-35;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Сысольского района;;;;;;;;;;;;;;;;-35;
Визинга;;;;-161;-110;-63;4;-52;-79;-39;-36;6;-18;5;60;-55;
Визиндор;;;;-14;-4;-25;-16;-2;-28;-2;-9;-24;-22;-3;-6;5;
Вотча;;;;-7;-10;5;-13;-1;3;-11;-5;5;-3;-14;6;4;
Гагшор;;;;-15;-11;-12;-16;-16;-11;8;-20;2;-15;-13;-10;-6;
Заозерье;;;;-21;-29;-30;-13;-15;6;-27;-26;-14;-10;-18;-20;-13;
Куниб;;;;69;-2;-15;38;9;-20;-4;-5;-21;-23;-26;37;57;
Куратово;;;;2;-6;-30;-41;-8;-10;-34;-30;9;-9;-17;-4;-17;
Межадор;;;;0;-7;9;-9;5;3;-9;-22;-11;-22;-11;3;6;
Палауз;;;;-5;-8;-8;-9;-1;2;-5;-14;-7;2;-11;2;-4;
Пыёлдино;;;;-16;3;8;-4;-26;-14;-14;-35;-6;0;-1;-21;-9;
Чухлэм;;;;1;-12;-18;-1;-22;8;-27;-13;-8;4;-5;-4;-3;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Троицко-Печорский;-243;-232;-330;-414;-378;-439;-356;-288;-175;-210;-237;-130;-123;-128;-204;-103;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Троицко-Печорского района;;;;;;;;;;;;;;;;-1;
Троицко-Печорск;;;;-161;-199;-226;-177;-84;-27;-46;-72;-46;-50;-22;-56;-1;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Троицко-Печорского района;;;;;;;;;;;;;;;;-102;
Приуральский;;;;-22;-24;-21;-20;-32;-16;-8;-13;-16;3;-10;-9;-11;
Знаменка;;;;-8;4;-6;-11;-4;-10;-24;-19;-7;-9;1;-12;-2;
Комсомольск-на-Печоре;;;;-42;-4;-28;-30;-30;-13;-28;-6;-14;-10;-3;-13;-24;
Куръя;;;;-10;3;-2;-2;0;-1;-1;-15;3;-9;1;0;0;
Митрофан-Дикост;;;;-32;-27;-26;-7;-8;-16;-19;-25;-11;-10;-8;-18;0;
Мылва;;;;-25;1;-10;-18;-26;-18;-9;-22;-8;6;-6;-8;-20;
Нижняя Омра;;;;-20;-33;-48;-37;-40;-33;-24;-25;-15;-24;-18;-34;-1;
Покча;;;;-30;-20;-24;-12;-18;-24;-7;-10;-7;-13;-6;-14;-10;
Усть-Илыч;;;;-35;-15;-21;-22;-28;-4;-23;-16;-11;-2;-7;-17;-25;
Якша;;;;-29;-64;-27;-20;-18;-13;-21;-14;2;-5;-50;-23;-9;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Удорский;-345;-311;-372;-469;-463;-438;-542;-432;-212;-252;-325;-177;-160;-216;-125;-171;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Удорского района;;;;;;;;;;;;;;;;-55;
Благоево;;;;-99;-73;-33;-12;6;-8;-69;-42;-50;-24;-3;-19;-17;
Междуреченск;;;;-82;-73;-79;-31;-29;-30;-6;-48;-9;-24;-32;-12;-45;
Усогорск;;;;-75;-28;-91;-44;23;-11;30;-6;-21;-47;-36;21;7;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Удорского района;;;;;;;;;;;;;;;;-116;
Буткан;;;;-7;-7;-1;-16;-17;-19;-13;-4;-10;-2;-12;-6;-9;
Важгорт;;;;0;0;-19;-23;-11;-13;-6;-28;-9;1;-11;-11;-13;
Вожский;;;;-69;-58;-55;-210;-241;-64;-40;-58;12;-10;-39;6;-11;
Глотово;;;;-12;-30;-17;-20;-13;-5;0;0;-9;1;-7;-10;-10;
Ёдва;;;;-17;-13;-16;-32;-71;-5;-57;-36;-22;-34;-19;-25;-16;
Ёртом (до 1 января 2018г);;;;12;-2;-24;-18;-12;-5;-12;;;;;;;
Кослан;;;;-59;-74;-32;-61;-17;-8;-30;-58;-12;16;-21;-23;-9;
Большая Пучкома;;;;-4;-3;-11;-33;-5;-4;2;-6;-11;-5;2;-6;-2;
Большая Пысса;;;;-2;-37;9;-28;-23;-3;-13;-13;-19;3;-14;-7;-6;
Чернутьево;;;;-18;-25;-21;-8;-12;-24;-20;2;-9;-11;-7;-7;-10;
Чим;;;;-20;-34;-25;3;-5;-10;-11;-21;0;-13;-17;-24;-18;
Чупрово;;;;-17;-6;-23;-9;-5;-3;-7;-7;-8;-11;0;-2;-12;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;-335;-434;-518;-569;-540;-429;-460;-375;-239;-278;-224;-211;-284;-109;-150;-135;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Усть-Вымского района;;;;;;;;;;;;;;;;-121;
Микунь;;;;-210;-121;-120;-90;-108;-47;-16;-70;-73;-110;-48;-59;-70;
Жешарт;;;;-241;-203;-151;-119;-100;-74;-101;-43;-79;-55;-12;-41;-51;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Вымского района;;;;;;;;;;;;;;;;-14;
Айкино;;;;-10;-46;-22;-47;-41;-79;-55;-12;-22;-30;0;18;31;
Вежайка;;;;-33;-55;-24;-72;-41;-17;-8;-2;-5;-10;-8;-10;-7;
Гам;;;;27;9;-5;-19;-10;-22;1;-15;-16;-28;0;2;-8;
Донаёль;;;;-7;-6;-4;-14;-24;-1;-11;-16;0;-5;-4;-11;-5;
Илья-Шор;;;;-10;-28;-8;-9;-11;7;-9;-2;3;-4;-11;-22;-2;
Кожмудор;;;;-30;-4;-19;-14;0;-11;-13;-14;-5;-13;-5;-16;-24;
Мадмас;;;;-22;-8;-4;-11;-23;-4;-9;-2;-14;-12;-17;3;-3;
Межег;;;;8;-40;-32;-13;-13;6;-15;-22;3;-7;1;-1;6;
Студенец;;;;-22;-24;-19;-6;1;-16;-16;-7;-2;-4;-10;1;0;
Усть-Вымь;;;;-19;-14;-21;-46;-5;19;-26;-19;-1;-6;5;-14;-2;
Муниципальный район Усть-Куломский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Куломский;-373;-339;-405;-451;-485;-450;-421;-436;-309;-298;-372;-205;-202;-366;-124;-230;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Куломского района;;;;;;;;;;;;;;;;-230;
Аныб (до 1 января 2018г);;;;-10;-8;-4;-6;-1;-15;2;;;;;;;
Вольдино;;;;-11;-26;-9;-22;-14;1;-4;-10;-1;-14;-7;-12;-1;
Нижний Воч;;;;-16;-17;-14;-22;-15;-12;-4;-2;5;-12;-32;-13;-6;
Диасёръя;;;;0;-7;-10;-4;-12;-16;-6;-2;-1;-7;5;-5;2;
Деревянск;;;;-21;-10;-14;-20;-31;-2;-22;-56;6;-12;-18;2;-8;
Дзёль (до 1 января 2020 года);;;;-4;-16;-15;3;-6;0;-17;-7;-6;;;;;
Дон;;;;-26;-14;-35;-2;-18;-3;0;-15;-19;2;-15;-30;-5;
Кебанъёль;;;;-33;-30;-23;-11;-28;-5;14;-31;-38;-12;-41;-4;4;
Керчомъя;;;;-23;-18;-16;-42;-17;-25;-31;-26;-11;-7;-17;-15;-20;
Кужба;;;;-10;-15;-14;-16;-40;9;-21;-5;-22;1;-22;-8;-10;
Мыёлдино;;;;-9;-20;3;-14;-10;-35;-1;-11;-6;-14;-21;-3;-6;
Носим (до 1 января 2018г);;;;-29;-11;-15;-16;-5;13;-13;;;;;;;
Крутоборка;;;;0;0;0;2;-1;-6;-1;0;0;0;2;0;-1;
Парч;;;;-5;-10;-5;1;-15;4;2;0;1;-1;-2;-5;-4;
Пожег;;;;-31;-50;-34;-24;-32;-51;-40;-4;0;-25;-7;6;-22;
Помоздино;;;;-28;-8;-35;-30;-36;-25;-43;-5;-39;-16;-28;19;-1;
Зимстан;;;;-57;-56;-34;-21;-29;7;1;-67;-37;-27;-64;-23;-12;
Руч;;;;-12;-20;-22;0;-9;-22;-25;-7;-35;-2;-26;-2;-10;
Тимшер;;;;-33;-32;-10;-62;-34;-20;-35;-52;-9;-11;-29;-31;-25;
Усть-Кулом;;;;-6;-42;-75;-39;-38;-33;13;-12;15;-5;19;42;-63;
Усть-Нем;;;;-25;-15;-13;-12;-4;-11;-18;-2;-3;-2;-17;-15;1;
Югыдъяг;;;;-62;-60;-56;-64;-41;-62;-49;-58;-5;-38;-46;-27;-43;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Цилемский;-294;-288;-265;-297;-317;-232;-235;-222;-117;-196;-97;-32;-7;-59;-113;-54;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Цилемского района;;;;;;;;;;;;;;;;-54;
Среднее Бугаево;;;;-7;-25;-15;-10;-6;-3;-14;-17;-1;-4;-4;-7;0;
Ёрмица;;;;-26;-19;-21;-11;-19;-10;-5;-21;-4;-2;-6;0;1;
Коровий Ручей;;;;-5;-15;-15;-39;2;47;-24;-15;-4;7;34;-4;1;
Нерица;;;;-7;4;-7;-5;-1;-1;4;4;-5;-3;-5;-11;-12;
Новый Бор;;;;-20;-14;-23;-24;-25;-30;-21;1;-12;4;-26;7;-14;
Окунев Нос;;;;-13;-10;-12;-6;-26;0;-21;-4;3;11;-2;13;-12;
Замежная;;;;-63;-39;-37;-32;-44;-19;-14;-1;-16;-29;-6;-17;-4;
Уег;;;;-8;-7;-15;-12;-18;-9;-8;3;-1;-4;-13;-8;1;
Усть-Цильма;;;;-84;-114;-67;-34;-49;-64;-61;-30;9;7;9;-50;5;
Хабариха;;;;-13;-13;-1;-14;-5;-8;-7;9;10;0;-6;-11;-5;
Трусово;;;;-51;-65;-19;-48;-31;-20;-25;-26;-11;6;-34;-25;-15;
Городские округа Республики Коми;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;
Сыктывкар;1795;2485;1954;2320;690;932;-55;-371;47;-241;-580;-404;-35;499;115;177;
Воркута (до 1 января 2025 года);-3680;-2948;-3373;-3979;-3655;-3626;-2059;-1811;-1451;-2854;-2610;-1549;-515;-816;-204;-1;
Вуктыл (до 1 января 2024 года);;;;;;;;;;-221;-240;-21;11;-108;-4;-146;
Инта (до 1 января 2025 года);-1772;-1546;-1298;-1309;-1114;-931;-725;-639;-591;-663;-413;-604;-174;-190;-274;-7;
Усинск (до 1 января 2024 года);-834;-665;-955;-659;-854;-648;-828;-690;-505;-628;-516;-1020;25;-411;-685;-249;
Ухта (до 1 марта 2024 года);-137;277;145;-328;-489;-595;-399;-781;-829;-1190;-1333;-2302;-995;-851;-1030;-665;
